tenure_months,usage_frequency,payment_method,complaints,discount_used_pct,plan_type,monthly_charges,churn
19,6,2,1,27,0,199,0
7,7,3,1,0,0,99,0
17,10,3,0,46,0,199,0
20,7,1,2,11,0,199,0
4,8,3,1,36,2,99,0
5,9,3,1,54,0,99,1
23,7,2,2,55,0,99,0
7,7,0,1,49,2,199,0
13,8,3,0,19,2,99,0
15,11,2,3,1,0,99,1
11,12,2,0,35,0,99,0
4,8,2,1,14,1,99,0
13,11,2,1,37,0,99,0
7,5,3,1,21,2,299,0
19,10,1,0,43,0,99,0
22,9,3,0,60,2,199,1
2,9,3,1,49,0,99,0
10,7,1,0,31,2,199,0
13,9,1,1,58,0,199,1
21,12,2,1,19,1,99,0
6,7,2,0,35,0,299,0
12,10,1,1,32,1,199,0
12,7,2,0,14,1,299,0
20,4,2,0,49,2,199,1
11,9,3,1,45,1,299,0
23,4,1,1,2,0,199,0
7,7,2,0,28,1,299,0
1,15,1,1,46,1,199,1
1,10,3,1,26,2,199,0
20,5,2,1,4,1,199,0
13,7,2,1,58,0,299,0
9,3,0,0,55,0,299,1
3,3,2,0,30,0,99,1
7,8,2,0,21,2,199,0
6,9,1,0,34,0,99,0
8,8,3,1,53,0,199,1
9,4,2,2,6,2,99,0
5,6,2,0,5,1,99,1
1,7,2,1,25,0,299,0
19,7,0,1,53,2,99,1
10,4,2,0,0,0,199,0
12,5,1,1,18,2,199,0
24,13,0,2,6,0,99,0
15,11,2,0,35,2,99,0
22,4,0,1,11,2,199,0
24,8,0,0,19,1,99,0
9,6,3,1,22,1,299,0
20,4,2,0,24,0,299,0
17,5,1,0,29,0,99,0
17,12,3,1,58,1,99,0
20,9,0,1,60,1,199,0
12,7,2,2,28,1,199,0
7,11,3,0,30,2,99,0
2,10,2,0,17,0,99,0
3,11,2,1,40,0,199,0
17,13,2,0,18,1,299,0
5,9,3,1,53,1,99,1
17,7,1,0,3,1,199,0
24,5,1,0,0,1,299,0
17,8,0,1,40,2,199,0
17,9,2,0,58,2,199,0
2,6,1,0,14,1,199,0
2,7,2,0,53,1,299,1
22,7,2,1,7,1,199,0
23,10,1,1,14,0,299,0
5,10,0,1,14,1,199,0
1,6,1,1,49,1,199,1
1,4,3,0,38,1,99,1
19,4,2,2,21,0,99,0
2,4,2,1,17,0,199,0
21,9,1,1,15,0,99,0
12,7,2,1,1,1,199,0
6,11,2,0,35,2,99,0
23,8,1,1,19,2,299,0
4,12,2,0,15,1,99,0
23,10,2,1,2,1,299,0
11,4,1,0,55,0,199,0
24,3,1,0,29,1,99,1
17,5,0,1,54,0,199,0
6,10,1,2,1,0,99,0
24,5,2,2,34,0,99,0
5,4,0,1,25,1,99,1
20,10,3,2,56,0,99,1
2,6,2,0,60,2,299,1
6,10,2,0,4,1,99,0
22,11,1,0,1,0,199,0
11,5,1,0,50,1,99,0
16,8,3,2,55,1,199,0
16,6,3,2,19,0,99,0
1,9,1,1,33,1,199,0
9,11,0,2,33,1,199,0
6,13,1,1,53,1,199,0
16,4,2,0,55,0,99,1
3,8,3,1,54,0,199,0
20,5,2,0,19,1,99,0
4,11,3,3,49,0,99,1
19,8,0,0,24,1,199,0
3,3,1,1,19,0,199,0
19,10,1,1,24,0,199,0
20,12,1,4,52,0,199,1
7,7,2,2,13,2,99,0
20,8,2,1,59,2,99,0
9,2,1,1,46,1,99,1
1,6,3,0,43,2,199,1
8,2,1,1,42,1,199,0
7,11,2,0,42,2,99,1
18,11,1,0,38,1,199,0
8,8,3,0,11,1,199,0
1,14,1,0,47,1,199,1
11,13,1,3,4,1,199,1
18,2,3,0,1,0,199,1
23,12,1,2,53,2,199,1
10,7,2,3,15,0,99,1
3,9,3,1,54,0,99,0
7,6,2,0,29,0,99,0
16,8,0,0,46,1,199,1
16,9,2,0,42,1,299,1
20,7,2,0,60,1,199,1
17,8,3,0,37,1,99,0
2,6,2,3,44,1,199,1
1,7,3,2,50,1,299,1
16,10,3,2,41,1,299,0
12,9,3,2,23,1,199,0
5,9,0,0,50,2,299,1
5,2,2,0,29,1,99,1
23,6,3,0,36,0,99,0
9,9,2,1,56,0,99,0
9,4,2,0,58,0,199,1
3,13,3,1,52,1,99,1
19,8,2,0,38,1,199,0
16,11,1,0,10,1,199,0
16,6,1,1,13,1,99,0
3,8,1,0,22,1,299,0
20,7,0,0,52,0,99,0
24,11,2,2,15,0,99,0
22,8,1,0,49,0,199,0
24,11,3,1,20,0,99,0
1,2,1,0,54,1,199,1
24,5,2,2,54,2,299,0
20,5,1,3,3,1,299,1
11,6,2,0,32,0,299,0
17,12,2,1,53,0,99,0
8,5,3,2,60,0,199,0
4,7,1,1,46,1,99,1
6,7,0,2,13,0,99,0
8,13,3,1,18,1,99,0
20,9,1,1,58,1,99,0
3,8,2,0,4,1,299,1
16,8,2,1,35,1,99,0
3,4,2,0,30,0,199,1
18,10,0,0,44,2,199,0
14,13,2,0,17,1,199,0
18,6,2,3,43,2,299,1
2,9,1,1,30,2,99,0
22,9,2,1,54,2,199,0
3,9,2,0,29,2,199,1
16,3,1,1,20,1,99,0
9,8,2,2,46,1,199,0
4,9,2,0,29,0,299,0
1,7,2,2,54,0,99,1
4,6,3,0,40,2,99,0
1,4,1,1,3,2,99,0
14,16,2,0,4,0,199,0
21,11,1,0,40,1,199,0
16,9,2,4,44,1,199,1
20,7,0,0,9,1,199,0
24,13,2,1,26,0,299,0
8,4,1,1,15,0,199,0
7,10,3,0,29,2,299,0
3,8,3,2,12,0,299,0
17,8,2,1,35,2,199,0
1,5,2,0,20,0,199,1
16,9,3,1,44,2,299,1
12,5,2,1,52,1,299,0
19,6,3,1,39,2,99,0
22,8,3,0,44,0,99,1
23,5,3,0,14,1,299,0
22,13,2,2,19,1,99,0
14,11,3,1,19,2,299,0
6,9,1,0,44,1,99,0
6,6,3,1,54,0,99,0
13,9,2,3,58,1,99,0
19,9,2,2,4,0,99,0
22,3,2,2,53,2,99,1
8,7,2,3,53,1,199,1
2,8,1,2,59,0,199,0
21,8,0,1,31,2,299,0
1,7,2,1,5,0,199,1
15,6,3,0,29,2,199,0
1,5,2,0,25,0,199,0
5,10,2,1,36,1,199,0
16,5,2,0,12,0,199,0
19,8,2,1,28,0,99,0
4,8,0,2,4,1,99,1
3,8,2,0,24,1,99,1
17,6,1,2,12,1,99,0
17,8,1,2,23,0,199,0
12,7,0,0,30,2,99,0
14,10,2,0,19,1,299,0
21,7,2,0,54,0,299,0
6,8,2,2,7,2,299,0
3,9,2,1,59,1,299,1
9,8,2,0,8,0,99,0
5,6,3,1,20,2,199,0
24,9,1,0,50,2,99,0
17,7,1,0,60,1,299,1
14,8,1,0,19,1,299,0
21,11,2,2,14,1,299,0
3,7,2,0,25,0,199,1
1,9,0,2,53,0,199,1
20,8,3,0,41,0,99,0
21,6,3,2,10,1,99,0
23,6,3,1,36,1,199,0
1,14,2,1,40,0,199,1
3,12,2,1,60,0,299,1
18,5,2,0,10,0,99,0
10,12,2,0,26,0,299,0
22,8,2,1,29,1,199,0
3,7,1,0,18,1,299,1
8,4,1,0,33,1,299,0
14,5,3,1,37,1,299,0
24,5,3,0,60,1,99,1
18,4,0,0,22,1,299,0
15,7,2,2,52,1,99,1
22,9,2,2,0,1,99,0
23,7,1,1,2,0,199,0
2,6,2,0,2,1,299,1
10,7,2,1,27,0,199,0
2,4,2,0,13,0,299,1
17,9,2,0,51,0,199,0
8,10,1,1,29,2,99,0
1,11,2,2,57,1,299,1
9,11,1,0,53,0,99,0
11,8,1,1,4,2,299,0
22,10,2,0,48,2,99,0
16,9,2,0,14,1,199,0
7,8,2,1,37,1,199,0
10,3,2,0,13,1,99,0
23,5,3,0,13,0,99,0
3,7,3,0,56,0,99,1
18,7,1,2,58,1,99,0
24,8,2,0,48,0,99,0
13,5,1,0,7,0,199,0
7,7,1,1,7,0,199,0
4,7,1,1,18,2,199,1
13,7,1,1,31,0,299,0
20,7,1,0,30,1,199,0
1,10,1,1,28,0,199,1
8,7,3,0,40,1,199,0
14,9,2,1,10,0,199,0
16,7,3,0,44,2,199,1
14,5,2,0,12,2,99,0
12,8,2,1,26,0,299,0
19,12,0,1,55,1,199,1
23,4,0,0,18,1,99,1
15,9,2,0,25,0,199,0
2,7,2,1,52,1,99,0
2,9,2,0,50,0,99,1
23,10,1,0,36,1,99,0
22,6,3,1,47,1,199,0
19,11,0,1,8,1,199,0
22,6,1,0,27,2,299,0
22,9,2,1,31,0,99,0
17,9,1,3,51,1,199,1
20,7,2,1,53,1,199,0
10,7,0,2,2,0,99,0
6,8,3,0,50,1,199,0
15,12,1,0,31,0,99,0
22,7,2,1,4,2,99,0
11,4,2,0,7,0,199,0
5,7,2,0,13,0,199,0
1,7,3,1,55,0,99,1
8,7,1,1,2,2,99,0
21,5,2,2,23,2,99,0
12,7,1,1,12,0,99,0
12,6,3,0,42,1,99,1
5,7,2,1,28,0,99,1
7,7,3,0,7,1,199,0
4,11,3,0,50,0,199,1
6,10,0,0,41,0,199,0
13,8,2,1,30,1,199,0
20,11,2,2,60,1,99,0
15,7,2,0,25,0,99,0
3,11,2,1,17,2,299,1
23,4,2,0,57,0,99,1
8,6,1,0,17,0,99,0
20,8,1,2,56,1,99,1
16,12,3,0,6,0,199,0
13,6,2,2,47,0,199,1
18,6,1,1,37,0,299,0
10,8,3,1,47,1,299,0
19,10,3,0,15,0,199,0
17,9,3,1,54,1,99,0
24,13,3,1,55,1,99,1
19,8,0,2,59,2,99,0
23,11,2,1,32,1,99,0
5,10,1,1,55,1,99,0
21,11,2,1,50,0,99,0
23,13,2,0,2,2,99,0
9,6,2,0,37,0,99,0
12,12,2,0,3,0,299,0
21,7,2,2,35,2,199,0
1,9,2,0,3,1,299,0
1,5,2,1,41,1,99,1
15,8,0,2,8,1,199,0
2,10,2,0,39,2,99,1
22,9,3,0,50,1,99,0
16,2,2,1,16,1,99,0
8,8,0,1,16,0,299,0
13,7,3,2,32,0,299,0
21,4,1,1,19,0,99,1
1,8,1,1,13,0,99,0
16,13,2,0,21,1,199,0
7,5,0,2,51,0,99,0
5,4,3,1,26,0,99,1
22,9,3,0,42,2,99,0
23,4,1,0,2,1,199,0
3,6,2,0,23,2,99,1
12,8,3,0,29,0,99,0
16,11,2,0,7,1,99,0
19,8,1,0,21,0,199,0
5,4,2,0,24,1,299,1
22,6,0,1,59,2,99,1
14,9,2,1,9,2,299,0
5,9,2,1,48,1,299,1
15,6,1,2,28,1,299,0
17,10,3,0,39,1,199,0
14,6,1,0,53,1,199,0
20,4,2,1,0,1,299,0
5,4,2,1,51,1,99,1
12,8,3,2,20,0,199,0
16,9,0,1,38,1,299,0
16,10,3,2,23,2,199,0
21,13,1,1,8,2,299,0
7,11,0,1,59,0,199,0
4,8,2,0,43,2,299,1
1,11,1,1,53,1,199,1
5,1,1,1,25,1,199,1
23,14,2,0,8,0,199,0
10,10,3,1,19,0,299,0
22,9,1,1,55,0,299,0
5,10,2,0,34,2,299,1
4,6,2,1,35,2,199,1
2,12,2,0,41,0,99,0
20,6,1,0,35,0,99,0
10,11,2,2,53,1,299,1
19,7,2,0,8,1,199,0
1,7,1,1,21,0,99,0
24,7,1,1,0,0,99,0
5,3,3,0,4,0,299,0
13,5,1,1,8,1,299,0
4,7,3,1,36,0,299,0
16,14,0,0,37,1,199,0
24,9,3,1,18,0,99,0
16,4,1,1,7,1,99,1
23,12,2,1,41,1,99,0
2,9,0,0,42,1,299,0
17,5,2,2,31,1,99,0
20,5,2,1,12,2,199,0
24,7,2,0,19,1,199,0
12,13,2,0,35,1,199,0
18,10,0,0,42,0,299,0
3,10,1,0,43,0,99,0
1,5,1,1,36,1,199,0
1,7,1,1,29,1,99,1
19,5,1,0,9,2,99,0
11,11,2,1,30,0,199,0
5,7,1,1,24,1,99,1
12,9,3,0,28,0,199,0
3,7,2,0,23,1,199,1
1,8,3,1,38,1,99,0
1,6,2,2,20,0,99,1
8,2,2,2,40,2,199,0
10,6,2,0,8,1,299,0
11,6,2,0,41,2,199,0
12,12,3,0,41,1,199,1
13,5,3,0,1,1,199,0
12,5,2,2,3,1,199,0
14,6,1,2,7,1,99,0
2,6,3,0,31,2,199,1
19,9,2,2,60,0,199,1
18,12,2,0,13,1,199,0
3,10,0,0,48,2,199,1
23,5,1,0,12,2,299,0
17,10,0,1,20,0,99,0
8,12,2,0,23,2,299,0
10,4,3,2,49,1,199,0
2,8,2,1,17,2,199,0
19,8,2,1,44,0,99,1
9,7,1,0,39,2,99,0
7,6,2,2,25,0,199,0
4,6,2,1,31,1,199,1
21,8,2,1,43,0,99,0
18,9,2,1,56,1,199,1
13,11,3,1,54,1,99,0
11,11,1,2,55,1,299,0
24,6,2,1,52,2,299,1
4,8,2,2,32,1,99,0
21,10,2,1,51,0,299,1
4,6,1,2,30,1,299,0
10,7,2,1,17,2,99,0
5,6,3,0,34,1,199,1
9,8,2,1,11,0,199,0
24,8,2,1,50,2,199,1
3,13,3,0,24,0,99,0
17,5,3,1,44,1,99,1
3,9,2,1,30,0,199,0
16,8,3,0,9,2,99,0
4,11,1,0,46,0,299,1
18,7,3,0,51,1,99,0
17,8,1,1,33,2,199,0
7,4,1,2,50,1,299,1
24,7,0,1,2,0,199,0
23,8,2,0,45,2,199,0
5,12,1,2,38,1,299,0
12,8,1,1,7,0,299,0
17,7,2,0,60,0,99,0
23,9,2,2,31,2,199,0
13,9,2,1,42,1,299,0
23,10,1,0,28,0,99,0
3,4,1,2,21,2,99,1
9,5,1,0,19,1,99,0
17,10,2,0,5,1,99,0
17,13,1,1,60,2,199,0
20,13,0,3,42,1,199,1
16,7,2,1,48,2,299,0
22,8,1,0,28,1,199,0
13,6,3,0,41,1,99,0
19,10,3,0,55,0,99,0
17,8,1,1,16,0,299,0
4,5,3,0,30,0,99,1
12,10,2,1,52,0,99,1
9,13,3,1,33,2,299,0
19,3,2,0,37,1,199,1
12,10,2,1,56,0,99,1
9,1,2,1,36,1,299,0
7,5,3,0,3,0,299,0
14,10,2,0,1,1,99,0
20,13,2,0,11,1,299,0
19,11,2,0,34,0,99,0
15,6,0,1,5,1,199,0
16,9,3,0,55,1,299,1
21,11,1,0,45,0,299,0
5,8,1,4,7,0,99,0
3,6,1,0,20,2,99,0
12,4,2,1,52,0,99,0
20,10,0,1,57,1,199,0
21,13,2,2,45,0,99,0
4,6,2,1,60,1,199,0
21,6,2,0,34,0,99,0
23,8,1,0,47,2,199,1
16,8,1,0,14,0,99,0
7,10,1,0,6,0,299,0
13,7,2,1,14,1,99,0
21,8,1,1,44,0,99,0
10,8,2,0,5,2,299,0
7,13,2,4,46,1,199,1
14,8,2,0,16,1,99,0
5,6,3,3,3,0,99,1
3,9,2,1,21,0,199,0
23,6,1,2,31,1,99,0
11,7,3,0,58,2,199,0
11,6,1,0,21,1,199,0
18,12,1,0,26,1,99,0
15,4,2,0,45,0,199,0
12,7,2,1,14,1,199,0
9,6,1,0,59,0,299,0
10,10,1,0,43,1,99,0
12,3,3,1,50,1,199,0
17,7,3,0,21,1,99,0
6,6,2,0,27,2,199,0
7,7,2,0,41,0,299,1
14,5,1,1,37,0,99,0
13,10,2,1,59,1,299,0
8,8,2,0,56,0,199,0
10,6,3,1,8,0,299,0
9,7,2,1,33,2,199,0
18,6,0,1,35,0,99,0
2,14,3,1,8,0,99,1
5,9,3,0,14,1,99,0
5,7,2,1,44,0,99,1
6,8,2,1,19,0,199,0
19,8,1,0,7,2,199,0
8,12,2,1,57,1,299,0
16,10,2,0,27,1,199,0
13,11,2,0,50,0,199,0
1,9,2,3,18,1,299,0
22,5,2,2,56,1,299,0
20,6,3,1,15,2,99,0
17,8,2,0,10,0,199,0
7,6,2,0,41,2,99,0
13,10,1,0,7,2,99,0
4,10,0,1,32,1,99,1
4,7,2,0,9,0,299,0
6,8,2,0,17,1,199,0
19,12,1,1,34,2,199,0
12,8,0,1,42,0,299,0
22,8,3,0,49,1,99,1
7,12,1,0,2,1,199,0
10,5,2,1,39,0,199,0
19,6,1,0,26,1,99,0
7,9,2,1,58,1,199,0
3,8,1,0,27,0,99,1
13,13,3,1,45,2,299,0
13,5,0,1,5,1,99,0
18,8,2,2,46,0,99,0
20,4,2,0,13,2,199,0
8,3,1,0,6,1,99,0
9,13,3,0,9,2,99,0
7,6,3,2,14,1,199,0
1,7,2,0,30,0,99,1
3,10,2,0,28,0,199,1
13,7,1,0,41,0,199,0
17,8,2,0,53,2,199,0
24,8,3,2,16,1,199,0
1,7,1,0,58,1,99,1
6,8,3,0,50,0,99,0
21,8,1,1,28,2,199,0
6,9,3,2,48,1,299,0
12,6,2,1,43,2,99,0
13,8,3,1,14,1,199,0
13,11,2,0,25,1,199,0
15,12,1,1,11,0,199,0
21,7,2,0,24,1,199,0
16,9,1,0,60,0,99,1
22,6,2,0,40,1,199,0
21,9,2,0,4,1,99,0
11,5,0,0,3,0,199,0
5,13,2,0,43,0,299,1
4,12,3,0,47,0,199,1
3,8,0,1,40,0,99,0
19,8,2,0,56,1,299,0
20,5,1,2,30,0,299,0
18,9,2,0,2,2,199,0
15,3,2,1,52,2,199,1
9,8,2,2,2,1,99,0
17,10,0,2,25,1,299,0
14,8,2,2,49,2,199,1
15,13,1,1,16,0,299,0
1,3,1,1,59,0,99,1
21,9,3,0,9,0,99,0
22,4,2,1,1,1,299,0
22,12,1,0,23,0,199,0
3,8,1,0,10,2,99,1
16,6,1,0,23,0,99,0
23,8,0,0,34,1,199,0
11,8,3,2,22,1,99,0
12,7,2,1,31,1,199,0
10,9,1,0,22,0,199,0
16,9,2,0,33,1,199,0
8,6,2,2,40,1,99,0
6,5,1,0,18,2,299,0
12,7,2,0,1,1,99,0
24,8,2,1,59,1,199,0
21,8,0,0,50,1,99,0
8,7,2,1,1,1,199,0
4,8,0,2,14,0,299,1
8,5,1,2,55,2,299,1
18,12,1,0,20,2,199,0
5,7,3,1,34,0,199,0
9,10,2,0,4,0,299,0
4,5,2,1,42,0,299,1
22,8,2,2,26,1,299,0
17,6,2,0,23,1,99,0
9,6,0,2,6,2,299,0
1,11,3,0,5,1,99,0
21,10,2,0,45,1,99,1
20,9,2,2,60,0,99,0
13,9,2,1,32,0,99,0
16,9,2,2,57,1,199,0
13,5,1,1,48,1,299,0
14,11,2,3,16,1,199,1
3,7,1,0,45,0,199,1
6,6,2,1,41,1,199,0
18,5,2,3,29,0,199,1
19,10,1,3,7,0,99,1
5,8,1,0,39,2,299,1
15,10,0,0,45,1,199,0
2,9,3,1,6,1,199,0
10,10,2,1,5,0,199,0
24,9,2,0,3,0,299,0
18,9,3,3,0,1,99,1
13,11,0,0,14,0,99,0
5,10,3,2,30,1,199,1
23,7,2,0,24,1,199,0
24,9,0,0,46,0,299,0
1,9,2,0,32,1,99,1
22,2,3,1,51,2,99,0
1,11,0,0,34,0,299,1
18,9,2,0,54,0,199,0
15,5,0,1,4,0,199,0
17,2,2,1,4,0,99,0
11,6,0,0,35,1,99,0
21,6,2,1,16,2,199,0
22,6,0,0,52,2,99,0
17,8,2,0,51,1,299,0
13,7,3,2,13,1,199,0
1,7,1,0,57,1,99,0
2,6,1,2,28,0,199,1
9,8,2,2,7,0,199,0
3,9,3,1,33,2,99,0
1,8,2,0,39,0,99,0
21,7,1,2,0,0,199,0
16,12,2,5,28,0,199,1
23,8,0,2,35,0,199,0
6,6,2,0,50,0,199,0
17,9,2,1,36,0,199,0
5,7,2,1,28,0,199,1
5,8,2,0,4,0,199,0
6,9,2,1,52,0,199,0
3,7,1,1,31,0,99,1
21,7,3,0,59,0,299,1
23,6,3,0,51,0,199,1
5,7,1,0,23,0,299,0
21,10,2,0,18,0,199,0
5,10,1,1,11,0,99,0
10,7,2,0,51,1,199,0
10,10,3,1,0,1,99,0
19,6,2,0,6,0,199,0
17,8,2,0,16,0,199,0
21,7,2,3,33,2,299,0
14,7,3,0,42,1,199,0
9,8,2,1,6,1,199,0
14,9,1,1,16,1,99,0
1,9,2,0,58,1,299,1
19,10,3,3,2,0,299,0
13,7,0,2,28,1,199,0
13,4,2,2,21,0,99,0
4,6,1,0,37,0,199,0
1,7,0,1,53,0,99,1
17,6,1,1,42,2,199,1
8,10,1,0,28,0,99,0
2,7,1,1,49,1,199,1
8,15,1,0,49,2,199,0
7,5,2,0,53,2,99,0
2,5,3,1,41,1,199,1
22,6,2,1,4,1,299,0
22,8,2,1,29,1,99,0
3,13,3,0,22,1,199,1
18,8,2,0,54,2,99,1
12,6,2,0,20,0,99,0
1,13,1,1,55,1,99,1
22,5,3,0,25,2,199,0
12,7,3,1,53,0,199,1
5,6,0,0,46,1,299,1
17,6,3,2,20,2,199,0
16,7,2,0,19,2,99,0
15,8,2,1,22,2,199,0
23,6,3,1,3,0,99,0
15,9,2,1,20,0,199,0
5,7,1,1,20,1,99,1
21,6,1,1,0,0,99,0
14,6,2,0,14,2,199,0
2,6,0,1,16,1,299,0
11,5,1,1,50,0,99,1
19,7,1,1,13,0,299,0
7,4,0,2,58,1,99,0
6,12,1,2,18,0,299,0
2,6,2,1,49,1,199,1
6,10,1,1,59,0,99,0
18,4,3,0,33,1,99,0
2,8,3,0,5,2,99,1
18,2,3,3,44,1,99,1
15,6,3,0,48,1,99,0
19,9,2,1,5,1,199,0
2,6,3,0,52,2,299,1
20,10,3,0,53,0,99,0
6,6,2,1,4,0,199,0
1,8,2,1,6,0,199,0
24,3,0,2,32,0,299,0
15,5,3,2,12,1,199,0
23,11,3,1,50,0,199,0
10,9,3,1,53,1,199,0
19,7,1,1,0,2,99,0
17,8,1,0,12,0,99,0
5,4,1,2,42,0,199,1
4,12,2,0,26,1,99,1
10,11,3,0,6,0,199,0
24,6,1,2,51,1,99,1
17,9,1,1,2,1,199,0
10,14,1,0,57,1,99,1
17,8,1,0,24,0,299,0
20,8,2,2,32,0,299,0
24,6,2,1,39,1,99,0
5,8,2,1,16,1,99,1
2,6,2,0,44,0,199,1
6,11,0,2,13,0,99,0
21,5,2,1,36,1,99,0
2,12,2,0,57,1,99,1
13,9,1,1,55,2,299,1
11,11,1,1,53,2,299,0
11,6,2,1,22,2,199,0
16,9,3,1,58,2,199,1
11,9,3,1,23,1,299,0
19,9,2,0,28,1,299,0
15,9,2,0,37,1,299,0
23,7,0,0,58,1,99,1
23,5,3,1,53,2,99,1
16,2,1,1,26,0,199,0
11,9,2,0,37,0,199,0
22,6,2,0,52,1,99,0
16,7,1,0,39,2,99,0
8,4,2,2,44,2,299,0
4,9,2,0,49,1,299,1
8,8,1,2,22,2,99,0
4,10,2,0,30,1,299,0
24,9,3,0,35,1,199,0
3,9,3,2,16,0,299,1
3,2,2,2,60,0,199,1
18,6,3,0,36,1,99,0
19,7,2,0,2,1,199,0
19,7,3,0,35,2,199,0
21,9,2,1,54,0,199,0
5,6,2,2,4,0,99,0
18,6,1,1,45,1,299,0
10,10,1,2,14,1,99,0
22,10,0,1,51,1,99,1
21,12,2,1,48,1,199,0
6,8,2,1,5,1,199,0
1,5,1,2,58,1,199,0
5,8,1,1,9,0,199,1
9,8,2,0,53,1,199,0
12,8,1,0,31,2,199,0
14,14,3,0,22,1,199,0
